title	year	discipline_names	url
Book Review :          EVIA Digital Archive: Ethnographic Video for Instruction and Analysis                    Ruth M.           Stone                             Lester           Monts	2010	['Music']	www.jstor.org/stable/10.2307/41201421
Book Review : Digital Archive of the Taiwan Music Institute	2012	['Music']	www.jstor.org/stable/10.5921/yeartradmusi.44.0230
Book Review : Projecting Self-Reflexivity: Curtains and Digital Screens in the Beijing Opera Film Dream of the Bridal Chamber	2020	['Music']	www.jstor.org/stable/10.2307/48651985
Book Review : RomArchive—Digital Archive of the Roma	2020	['Music']	www.jstor.org/stable/10.2307/48651989
“THE SEA HAS NEVER BEEN FRIENDLY TO MAN.” JOSEPH CONRAD’S TOPOI IN THE DIGITAL GAME <em>SUNLESS SEA</em>	2019	['Language & Literature']	www.jstor.org/stable/10.2307/27130234
W. B. Yeats and George Yeats, The Letters, ed. Ann Saddlemyer (Oxford: Oxford University Press, 2011), pp. xxii + 599. Neil Mann, Matthew Gibson and Claire Nally (eds.), W. B. Yeats’s ‘A Vision’: Explications and Contexts (Clemson, SC: Clemson University Digital Press, 2012), pp. xx + 374.	2013	['Language & Literature']	www.jstor.org/stable/10.2307/j.ctt5vjtxj.28
Art History and the Digital Humanities	2016	['Art & Art History']	www.jstor.org/stable/10.2307/24856675
"Kunstgeschichte und ""Digital Humanities"" Einladung zu einer Debatte / Art History and the Digital Humanities Invitation to a Debate"	2016	['Art & Art History']	www.jstor.org/stable/10.2307/24856674
MapTap and Cornelia: Slow Digital Art History and Formal Art Historical Social Network Research	2016	['Art & Art History']	www.jstor.org/stable/10.2307/45213543
"Perspectives on the Digital Corpus of the Christian Inscriptions of Rome (""Epigraphic Database Bari""). Contexts and Texts"	2014	['Classical Studies']	www.jstor.org/stable/10.2307/43909617
Reading Invisible Ink: Digital Imaging of P.Duk.Inv. 716	1999	['Classical Studies']	www.jstor.org/stable/10.2307/20190478
Digital Index: Control Poetics in <em>Die Maschine</em>	2020	['Language & Literature']	www.jstor.org/stable/10.5250/symploke.28.1-2.0083
Governmentality, Neoliberalism, and the Digital Game	2009	['Language & Literature']	www.jstor.org/stable/10.5250/symploke.17.1-2.0115
